Region,Latitude,Longitude,RSL,RSLer_up_2sd,RSLer_low_2sd,Age,Age_up_er_2sd,Age_low_er_2sd,Limiting,Indicator,Region,CC
New Jersey,39.086,-74.812,-1.1,0.14,0.14,418,38,38,0,1,7,1
New Jersey,39.086,-74.812,-1.75,0.16,0.16,926,35,35,0,1,7,1
New Jersey,39.086,-74.812,-1.13,0.16,0.16,441,42,42,0,1,7,1
New Jersey,39.086,-74.812,-1.44,0.18,0.18,695,21,21,0,1,7,1
New Jersey,39.086,-74.812,-1.42,0.18,0.18,656,39,39,0,1,7,1
New Jersey,39.086,-74.812,-1.4,0.18,0.18,632,46,46,0,1,7,1
New Jersey,39.086,-74.812,-1,0.18,0.18,346,30,30,0,1,7,1
New Jersey,39.086,-74.812,-0.97,0.18,0.18,338,27,27,0,1,7,1
New Jersey,39.086,-74.812,-0.91,0.18,0.18,289,12,12,0,1,7,1
New Jersey,39.086,-74.812,-0.5,0.18,0.18,46,15,15,0,1,7,1
New Jersey,39.086,-74.812,-0.49,0.18,0.18,43,15,15,0,1,7,1
New Jersey,39.086,-74.812,-1.78,0.2,0.2,956,28,28,0,1,7,1
New Jersey,39.086,-74.812,-1.77,0.2,0.2,941,31,31,0,1,7,1
New Jersey,39.086,-74.812,-1.48,0.2,0.2,724,30,30,0,1,7,1
New Jersey,39.086,-74.812,-0.75,0.2,0.2,165,49,49,0,1,7,1
New Jersey,39.086,-74.812,-0.71,0.2,0.2,147,45,45,0,1,7,1
New Jersey,39.086,-74.812,-0.66,0.2,0.2,89,7,7,0,1,7,1
New Jersey,39.086,-74.812,-1.7,0.22,0.22,914,37,37,0,1,7,1
New Jersey,39.086,-74.812,-1.68,0.22,0.22,885,37,37,0,1,7,1
New Jersey,39.086,-74.812,-0.88,0.22,0.22,263,22,22,0,1,7,1
New Jersey,39.086,-74.812,-0.85,0.22,0.22,250,23,23,0,1,7,1
New Jersey,39.086,-74.812,-0.83,0.22,0.22,223,32,32,0,1,7,1
New Jersey,39.086,-74.812,-0.79,0.22,0.22,194,48,48,0,1,7,1
New Jersey,39.086,-74.812,-0.68,0.22,0.22,121,30,30,0,1,7,1
New Jersey,39.086,-74.812,-0.59,0.22,0.22,83,7,7,0,1,7,1
New Jersey,39.086,-74.812,-0.55,0.22,0.22,68,8,8,0,1,7,1
New Jersey,39.086,-74.812,-1.79,0.24,0.24,981,24,24,0,1,7,1
New Jersey,39.086,-74.812,-1.6,0.24,0.24,831,49,49,0,1,7,1
New Jersey,39.086,-74.812,-1.35,0.24,0.24,627,48,48,0,1,7,1
New Jersey,39.086,-74.812,-0.61,0.24,0.24,86,8,8,0,1,7,1
New Jersey,39.086,-74.812,-0.57,0.24,0.24,77,6,6,0,1,7,1
New Jersey,39.086,-74.812,-0.45,0.24,0.24,39,15,15,0,1,7,1
New Jersey,39.086,-74.812,-0.43,0.24,0.24,38,14,14,0,1,7,1
New Jersey,39.086,-74.812,-0.4,0.24,0.24,25,8,8,0,1,7,1
New Jersey,39.086,-74.812,-0.35,0.24,0.24,3,9,9,0,1,7,1
New Jersey,39.086,-74.812,-0.17,0.24,0.24,-38,6,6,0,1,7,1
New Jersey,39.086,-74.812,-1.6,0.26,0.26,842,46,46,0,1,7,1
New Jersey,39.086,-74.812,-1.43,0.26,0.26,712,26,26,0,1,7,1
New Jersey,39.086,-74.812,-0.91,0.26,0.26,305,15,15,0,1,7,1
New Jersey,39.086,-74.812,-0.36,0.26,0.26,16,6,6,0,1,7,1
New Jersey,39.086,-74.812,-0.36,0.26,0.26,9,8,8,0,1,7,1
New Jersey,39.086,-74.812,-0.33,0.26,0.26,-4,10,10,0,1,7,1
New Jersey,39.086,-74.812,-0.32,0.26,0.26,-9,8,8,0,1,7,1
New Jersey,39.086,-74.812,-0.31,0.26,0.26,-12,7,7,0,1,7,1
New Jersey,39.086,-74.812,-0.25,0.26,0.26,-28,2,2,0,1,7,1
New Jersey,39.086,-74.812,-0.22,0.26,0.26,-33,4,4,0,1,7,1
New Jersey,39.086,-74.812,-0.21,0.26,0.26,-36,5,5,0,1,7,1
New Jersey,39.086,-74.812,-0.19,0.26,0.26,-37,5,5,0,1,7,1
New Jersey,39.086,-74.812,-1.54,0.28,0.28,815,47,47,0,1,7,1
New Jersey,39.086,-74.812,-1.51,0.28,0.28,796,36,36,0,1,7,1
New Jersey,39.086,-74.812,-1.5,0.28,0.28,769,27,27,0,1,7,1
New Jersey,39.086,-74.812,-1.48,0.28,0.28,741,29,29,0,1,7,1
New Jersey,39.086,-74.812,-0.7,0.28,0.28,160,51,51,0,1,7,1
New Jersey,39.086,-74.812,-0.53,0.28,0.28,73,8,8,0,1,7,1
New Jersey,39.086,-74.812,-0.49,0.28,0.28,63,9,9,0,1,7,1
New Jersey,39.086,-74.812,-0.29,0.28,0.28,-15,8,8,0,1,7,1
New Jersey,39.086,-74.812,-0.27,0.28,0.28,-21,4,4,0,1,7,1
New Jersey,39.086,-74.812,-0.46,0.3,0.3,56,10,10,0,1,7,1
New Jersey,39.086,-74.812,-0.28,0.3,0.3,-17,7,7,0,1,7,1
New Jersey,39.086,-74.812,-0.27,0.3,0.3,-19,6,6,0,1,7,1
New Jersey,39.086,-74.812,-0.13,0.3,0.3,-39,5,5,0,1,7,1
New Jersey,39.086,-74.812,-0.37,0.32,0.32,35,12,12,0,1,7,1
New Jersey,39.086,-74.812,-0.2,0.36,0.36,-25,3,3,0,1,7,1
New Jersey,39.086,-74.812,-0.08,0.36,0.36,-41,4,4,0,1,7,1
New Jersey,39.086,-74.812,-0.05,0.38,0.38,-43,4,4,0,1,7,1
New Jersey,39.086,-74.812,-0.04,0.4,0.4,-45,4,4,0,1,7,1
New Jersey,39.086,-74.812,0,0.02,0.02,-67,0.5,0.5,0,1,7,1
