Region,Site,Reference,Indicator,Latitude (N),Longitude (E),RSL (m),RSL +1s,RSL -1s,Age (CE),Age +2s,Age -2s
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.15,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.16,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.13,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.06,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.12,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.1,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.13,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.16,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.14,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.16,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.18,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.16,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.15,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.13,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.13,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.02,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.23,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.08,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.13,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,0.02,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.18,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.06,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.18,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.14,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.16,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.03,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,0.02,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.24,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.15,0.07,0.07,855,105,105
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,0.33,0.07,0.07,980,20,20
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.36,0.07,0.07,1132,82,82
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.42,0.07,0.07,1132,82,82
Israel,Casesarea,Sivan et al. (2004),archaeological evidence,32.52,34.91,-0.62,0.07,0.07,1132,82,82
"Louisiana, USA",Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.71,-0.78,0.04,0.04,969,40,40
"Louisiana, USA",Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.71,-0.76,0.04,0.04,989,30,30
"Louisiana, USA",Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.71,-0.67,0.04,0.04,1067,70,70
"Louisiana, USA",Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.71,-0.62,0.04,0.04,1169,56,56
"Louisiana, USA",Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.71,-0.5,0.04,0.04,1188,54,54
"Louisiana, USA",Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.71,-0.72,0.04,0.04,1194,42,42
"Louisiana, USA",Delahoussaye Canal,Gonzalez and Tornqvist (2009),peat,29.853,-91.71,-0.43,0.04,0.04,1230,46,46
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.95,0.04,0.04,586,58,58
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-1.01,0.04,0.04,591,42,42
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.99,0.04,0.04,608,38,38
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.93,0.04,0.04,859,70,70
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.84,0.04,0.04,952,46,46
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.75,0.04,0.04,1096,60,60
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.64,0.04,0.04,1145,64,64
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.7,0.04,0.04,1176,78,78
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.71,0.04,0.04,1178,72,72
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.62,0.04,0.04,1218,38,38
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.48,0.04,0.04,1405,51,51
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.45,0.04,0.04,1494,54,54
"Louisiana, USA",Lydia,Gonzalez and Tornqvist (2009),peat,29.878,-91.783,-0.54,0.04,0.04,1528,62,62
"Louisiana, USA",Patout Canal,Gonzalez and Tornqvist (2009),peat,29.858,-91.729,-1.15,0.04,0.04,449,103,103
"Louisiana, USA",Patout Canal,Gonzalez and Tornqvist (2009),peat,29.858,-91.729,-0.55,0.04,0.04,1155,110,110
"Louisiana, USA",Patout Canal,Gonzalez and Tornqvist (2009),peat,29.858,-91.729,-0.27,0.04,0.04,1807,147,147
"Massachusetts, USA",Revere,Donnelly (2006),plants,42.431,-71.008,-2.57,0.07,0.07,-1310,104,104
"Massachusetts, USA",Revere,Donnelly (2006),plants,42.431,-71.008,-2.25,0.08,0.08,-1158,161,161
"Massachusetts, USA",Revere,Donnelly (2006),plants,42.431,-71.008,-1.83,0.06,0.06,-648,149,149
"Massachusetts, USA",Revere,Donnelly (2006),plants,42.431,-71.008,-1.29,0.07,0.07,137,90,90
"Massachusetts, USA",Revere,Donnelly (2006),plants,42.431,-71.008,-0.69,0.06,0.06,988,53,53
"Massachusetts, USA",Revere,Donnelly (2006),plants,42.431,-71.008,-0.58,0.07,0.07,1584,98,98
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-1.12,0.06,0.06,463,78,78
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-1.02,0.06,0.06,507,74,74
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.98,0.06,0.06,619,40,40
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.93,0.06,0.06,671,61,61
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.74,0.06,0.06,707,96,96
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.84,0.06,0.06,728,101,101
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.63,0.06,0.06,932,100,100
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.64,0.06,0.06,941,54,54
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.59,0.06,0.06,997,68,68
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.52,0.06,0.06,1415,60,60
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.49,0.06,0.06,1486,91,91
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.49,0.06,0.06,1487,95,95
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.42,0.06,0.06,1600,90,90
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.39,0.06,0.06,1669,25,25
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.35,0.06,0.06,1700,50,50
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.19,0.06,0.06,1875,25,25
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.05,0.06,0.06,1930,10,10
"Massachusetts, USA",Wood Island,Kemp et al. (2011),plants,42.238,-70.778,-0.02,0.06,0.06,1963,1,1
"Massachusetts, USA",Barnstable,Redfield and Rubin (1962); Compiled in Englehart and Horton (2012),plants,41.71,-70.37,-6.04,0.67,0.67,-1440,1106,1106
"Massachusetts, USA",Barnstable,Redfield and Rubin (1962); Compiled in Englehart and Horton (2012),plants,41.71,-70.37,-5.12,0.67,0.67,-1313,794,794
"Massachusetts, USA",Barnstable,Redfield and Rubin (1962); Compiled in Englehart and Horton (2012),plants,41.7,-70.36,-3.61,0.67,0.67,-998,608,608
"Massachusetts, USA",Barnstable,Redfield and Rubin (1962); Compiled in Englehart and Horton (2012),plants,41.71,-70.37,-2.83,0.67,0.67,-295,706,706
"Massachusetts, USA",Barnstable,Redfield and Rubin (1962); Compiled in Englehart and Horton (2012),plants,41.71,-70.37,-1.83,0.67,0.67,21,755,755
"Massachusetts, USA",Barnstable,Redfield and Rubin (1962); Compiled in Englehart and Horton (2012),plants,41.71,-70.37,-0.91,0.67,0.67,922,540,540
"Massachusetts, USA",Barnstable,Redfield and Rubin (1962); Compiled in Englehart and Horton (2012),plants,41.7,-70.36,-0.33,0.67,0.67,1215,180,180
"Massachusetts, USA",Barnstable,Redfield and Rubin (1962); Compiled in Englehart and Horton (2012),plants,41.7,-70.36,-0.03,0.67,0.67,1629,321,321
"Massachusetts, USA",Barnstable,Redfield and Rubin (1962); Compiled in Englehart and Horton (2012),plants,41.7,-70.32,-0.12,0.67,0.67,1712,238,238
"Massachusetts, USA",Barnstable,Stuiver et al. (1963); Compiled in Englehart and Horton (2012),plants,41.73,-70.3,-3.83,0.56,0.56,-228,273,273
"Massachusetts, USA",Barnstable,Stuiver et al. (1963); Compiled in Englehart and Horton (2012),plants,41.73,-70.3,-2.06,0.56,0.56,616,184,184
"Massachusetts, USA",Barnstable,Stuiver et al. (1963); Compiled in Englehart and Horton (2012),plants,41.73,-70.32,-2.03,0.56,0.56,963,244,244
"Massachusetts, USA",Barnstable,Stuiver et al. (1963); Compiled in Englehart and Horton (2012),plants,41.73,-70.32,-1.63,0.56,0.56,1288,122,122
"Massachusetts, USA",Barnstable,Stuiver et al. (1963); Compiled in Englehart and Horton (2012),plants,41.73,-70.3,-0.56,0.56,0.56,1710,240,240
"Massachusetts, USA",Centerville,Redfield and Rubin (1962); Compiled in Englehart and Horton (2012),plants,41.63,-70.33,-1.73,0.28,0.28,360,526,526
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.79,0.12,0.12,969,24,24
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.78,0.1,0.1,994,28,28
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.77,0.1,0.1,1009,31,31
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.75,0.08,0.08,1024,35,35
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.7,0.11,0.11,1036,37,37
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.68,0.11,0.11,1065,37,37
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.6,0.13,0.13,1108,46,46
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.6,0.12,0.12,1119,49,49
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.54,0.14,0.14,1135,47,47
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.51,0.14,0.14,1154,36,36
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.5,0.14,0.14,1181,27,27
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.48,0.14,0.14,1209,29,29
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.48,0.1,0.1,1226,30,30
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.43,0.13,0.13,1238,26,26
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.44,0.09,0.09,1256,21,21
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.42,0.09,0.09,1294,39,39
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.4,0.09,0.09,1318,46,46
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.35,0.12,0.12,1323,48,48
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.13,0.08,0.08,1509,42,42
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.12,0.07,0.07,1521,40,40
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.1,0.07,0.07,1532,38,38
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1.05,0.06,0.06,1594,30,30
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-1,0.09,0.09,1604,30,30
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.97,0.09,0.09,1612,27,27
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.91,0.13,0.13,1645,15,15
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.91,0.09,0.09,1661,12,12
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.88,0.11,0.11,1687,22,22
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.85,0.11,0.11,1700,23,23
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.83,0.11,0.11,1727,32,32
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.79,0.11,0.11,1756,48,48
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.75,0.1,0.1,1785,49,49
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.7,0.14,0.14,1790,51,51
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.71,0.1,0.1,1803,45,45
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.68,0.11,0.11,1829,30,30
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.66,0.1,0.1,1861,7,7
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.61,0.12,0.12,1864,8,8
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.59,0.11,0.11,1867,7,7
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.57,0.12,0.12,1873,6,6
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.53,0.14,0.14,1877,8,8
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.55,0.11,0.11,1882,8,8
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.49,0.14,0.14,1887,9,9
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.46,0.15,0.15,1894,10,10
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.5,0.09,0.09,1904,15,15
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.49,0.09,0.09,1907,15,15
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.45,0.12,0.12,1911,15,15
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.43,0.12,0.12,1912,14,14
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.37,0.16,0.16,1915,12,12
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.4,0.12,0.12,1925,8,8
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.36,0.13,0.13,1934,6,6
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.36,0.13,0.13,1941,8,8
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.35,0.12,0.12,1947,9,9
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.33,0.13,0.13,1954,10,10
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.32,0.13,0.13,1959,8,8
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.31,0.13,0.13,1962,7,7
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.29,0.14,0.14,1965,8,8
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.28,0.15,0.15,1967,7,7
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.27,0.15,0.15,1969,6,6
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.27,0.14,0.14,1971,4,4
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.2,0.18,0.18,1975,3,3
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.25,0.13,0.13,1978,2,2
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.22,0.13,0.13,1983,4,4
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.21,0.13,0.13,1986,5,5
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.19,0.13,0.13,1987,5,5
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.17,0.12,0.12,1988,6,6
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.13,0.15,0.15,1989,5,5
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.08,0.18,0.18,1991,4,4
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.05,0.19,0.19,1993,4,4
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.04,0.2,0.2,1995,4,4
"New Jersey, USA",Cape May Courthouse,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.086,-74.812,-0.03,0.18,0.18,2000,3,3
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-4.13,0.15,0.15,-476,54,54
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-4.02,0.06,0.06,-455,43,43
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-4.08,0.15,0.15,-401,37,37
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.91,0.03,0.03,-339,32,32
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-4.01,0.15,0.15,-329,33,33
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.88,0.05,0.05,-319,34,34
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.89,0.07,0.07,-314,34,34
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.74,0.04,0.04,-307,36,36
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.84,0.08,0.08,-301,37,37
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.79,0.06,0.06,-292,38,38
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.73,0.04,0.04,-264,34,34
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.69,0.05,0.05,-240,31,31
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.73,0.15,0.15,-200,31,31
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.68,0.15,0.15,-124,90,90
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.63,0.15,0.15,-87,109,109
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.58,0.15,0.15,-53,113,113
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.56,0.15,0.15,-40,111,111
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.42,0.04,0.04,-19,102,102
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.26,0.16,0.16,27,80,80
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3.2,0.16,0.16,148,46,46
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-3,0.16,0.16,311,42,42
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.86,0.16,0.16,335,38,38
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.76,0.16,0.16,387,36,36
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.63,0.16,0.16,404,32,32
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.63,0.16,0.16,409,30,30
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.64,0.25,0.25,424,30,30
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.73,0.12,0.12,457,28,28
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.72,0.12,0.12,470,30,30
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.72,0.12,0.12,477,34,34
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.71,0.11,0.11,481,36,36
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.69,0.11,0.11,490,40,40
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.59,0.17,0.17,498,40,40
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.63,0.1,0.1,505,39,39
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.62,0.09,0.09,514,40,40
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.6,0.1,0.1,522,39,39
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.54,0.11,0.11,533,35,35
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.51,0.12,0.12,538,33,33
